name,slug,category,subCategory,categoryNameZh,categoryNameEn,subCategoryNameZh,subCategoryNameEn,license,homepage,repo,status,totalScore,scorePercent
"KServe","kserve","inference-serving","model-serving","推理与运行时","Inference & Runtime","模型服务","Model Serving","Unknown","https://kserve.github.io/website/","https://github.com/kserve/kserve","tracked","",""
"KTransformers","ktransformers","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://kvcache-ai.github.io/ktransformers/","https://github.com/kvcache-ai/ktransformers","tracked","",""
"KubeAI","kubeai","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://www.kubeai.org/","https://github.com/substratusai/kubeai","tracked","",""
"KubeRay","kuberay","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://docs.ray.io/en/latest/cluster/kubernetes/index.html","https://github.com/ray-project/kuberay","tracked","",""
"kvcached","kvcached","inference-serving","model-serving","推理与运行时","Inference & Runtime","模型服务","Model Serving","Unknown","https://yifanqiao.notion.site/Solve-the-GPU-Cost-Crisis-with-kvcached-289da9d1f4d68034b17bf2774201b141","https://github.com/ovg-project/kvcached","tracked","",""
"La Suite Docs","suitenumerique-docs","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","https://docs.numerique.gouv.fr","https://github.com/suitenumerique/docs","tracked","",""
"Label Studio","label-studio","platform-infra","data-platforms","平台与基础设施","Platform & Infrastructure","数据平台","Data Platforms","Unknown","https://labelstud.io","https://github.com/humansignal/label-studio","tracked","",""
"LanceDB","lancedb","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://lancedb.github.io/lancedb/","https://github.com/lancedb/lancedb","tracked","",""
"LangChain","langchain","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://python.langchain.com/docs/","https://github.com/langchain-ai/langchain","tracked","",""
"LangChain Go","langchaingo","coding-devtools","sdk-frameworks","开发者工具链","Developer Tooling","SDK 与框架","SDK Frameworks","Unknown","https://tmc.github.io/langchaingo/","https://github.com/tmc/langchaingo","tracked","",""
"LangChain4j","langchain4j","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://docs.langchain4j.dev","https://github.com/langchain4j/langchain4j","tracked","",""
"LangExtract","langextract","models-modalities","foundation-models","模型与多模态","Models & Modalities","基础模型","Foundation Models","Unknown","","https://github.com/google/langextract","tracked","",""
"Langflow","langflow","rag-knowledge","vector-databases","知识与上下文工程","Knowledge & Context","向量数据库","Vector Databases","Unknown","https://langflow.org/","https://github.com/langflow-ai/langflow","tracked","",""
"Langfuse","langfuse","models-modalities","foundation-models","模型与多模态","Models & Modalities","基础模型","Foundation Models","Unknown","https://langfuse.com/","https://github.com/langfuse/langfuse","tracked","",""
"LangGraph","langgraph","applications-products","workflow-automation","应用与体验","Applications & Experience","工作流自动化","Workflow Automation","Unknown","https://langchain-ai.github.io/langgraph/","https://github.com/langchain-ai/langgraph","tracked","",""
"Lark CLI","lark-cli","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","","https://github.com/larksuite/cli","tracked","",""
"LEANN","leann","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","","https://github.com/yichuan-w/leann","tracked","",""
"LeRobot","lerobot","models-modalities","multimodal","模型与多模态","Models & Modalities","多模态","Multimodal","Unknown","https://huggingface.co/docs/lerobot","https://github.com/huggingface/lerobot","tracked","",""
"Letta","letta","rag-knowledge","agent-memory-context","知识与上下文工程","Knowledge & Context","记忆与上下文","Memory & Context","Unknown","https://docs.letta.com/","https://github.com/letta-ai/letta","tracked","",""
"LibreChat","librechat","applications-products","chat-interfaces","应用与体验","Applications & Experience","聊天与交互界面","Chat Interfaces","Unknown","https://librechat.ai/","https://github.com/danny-avila/librechat","tracked","",""
"LightAgent","lightagent","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","","https://github.com/wxai-space/lightagent","tracked","",""
"LightEval","lighteval","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","https://huggingface.co/docs/lighteval/main/en/index","https://github.com/huggingface/lighteval","tracked","",""
"LightGBM","lightgbm","inference-serving","gpu-acceleration","推理与运行时","Inference & Runtime","GPU 加速","GPU Acceleration","Unknown","https://lightgbm.readthedocs.io/","https://github.com/microsoft/lightgbm","tracked","",""
"Lightpanda Browser","browser","coding-devtools","browser-automation","开发者工具链","Developer Tooling","浏览器自动化","Browser Automation","Unknown","https://lightpanda.io","https://github.com/lightpanda-io/browser","tracked","",""
"LightRAG","lightrag","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://pypi.org/project/lightrag-hku/","https://github.com/hkuds/lightrag","tracked","",""
"LightX2V","lightx2v","models-modalities","multimodal","模型与多模态","Models & Modalities","多模态","Multimodal","Unknown","https://lightx2v-en.readthedocs.io/en/latest/","https://github.com/modeltc/lightx2v","tracked","",""
"Lingo.dev","lingo-dev","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://lingo.dev","https://github.com/lingodotdev/lingo.dev","tracked","",""
"LiteBox","litebox","training-optimization","safety-guardrails","训练、评测与优化","Training, Evaluation & Optimization","安全与护栏","Safety & Guardrails","Unknown","https://aka.ms/litebox","https://github.com/microsoft/litebox","tracked","",""
"LiteLLM","litellm","inference-serving","llm-routing-gateways","推理与运行时","Inference & Runtime","路由与网关","LLM Routing & Gateways","Unknown","https://docs.litellm.ai/docs/","https://github.com/berriai/litellm","tracked","",""
"LiteRT","litert","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://ai.google.dev/edge/litert/next/overview","https://github.com/google-ai-edge/litert","tracked","",""
"LitGPT","litgpt","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://lightning.ai/","https://github.com/lightning-ai/litgpt","tracked","",""
"LiveBench","livebench","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","https://livebench.ai/","https://github.com/livebench/livebench","tracked","",""
"LiveKit","livekit","coding-devtools","sdk-frameworks","开发者工具链","Developer Tooling","SDK 与框架","SDK Frameworks","Unknown","https://docs.livekit.io","https://github.com/livekit/livekit","tracked","",""
"LiveKit Agents","livekit-agents","models-modalities","audio-speech","模型与多模态","Models & Modalities","语音与音频","Audio & Speech","Unknown","https://docs.livekit.io/agents/","https://github.com/livekit/agents","tracked","",""
"LLaMA Factory","llama-factory","models-modalities","foundation-models","模型与多模态","Models & Modalities","基础模型","Foundation Models","Unknown","https://llamafactory.readthedocs.io/","https://github.com/hiyouga/llama-factory","tracked","",""
"llama.cpp","llama-cpp","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://huggingface.co/models?library=gguf","https://github.com/ggml-org/llama.cpp","tracked","",""
"LlamaFarm","llamafarm","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://llamafarm.dev","https://github.com/llama-farm/llamafarm","tracked","",""
"Llamafile","llamafile","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","https://mozilla-ai.github.io/llamafile/","https://github.com/mozilla-ai/llamafile","tracked","",""
"LlamaIndex","llama-index","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://docs.llamaindex.ai/en/stable/","https://github.com/run-llama/llama_index","tracked","",""
"LLM","llm","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://llm.datasette.io/","https://github.com/simonw/llm","tracked","",""
"llm-d","llm-d","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://www.llm-d.ai/","https://github.com/llm-d/llm-d","tracked","",""
"llms.py","llms","inference-serving","llm-routing-gateways","推理与运行时","Inference & Runtime","路由与网关","LLM Routing & Gateways","Unknown","https://servicestack.net/posts/llms-py-ui","https://github.com/servicestack/llms","tracked","",""
"lm-evaluation-harness","lm-evaluation-harness","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","","https://github.com/eleutherai/lm-evaluation-harness","tracked","",""
"LMCache","lmcache","rag-knowledge","agent-memory-context","知识与上下文工程","Knowledge & Context","记忆与上下文","Memory & Context","Unknown","https://lmcache.ai/","https://github.com/lmcache/lmcache","tracked","",""
"LMDeploy","lmdeploy","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://lmdeploy.readthedocs.io/en/latest/","https://github.com/internlm/lmdeploy","tracked","",""
"LMFlow","lmflow","training-optimization","finetuning-alignment","训练、评测与优化","Training, Evaluation & Optimization","微调与对齐","Finetuning & Alignment","Unknown","https://optimalscale.github.io/LMFlow/","https://github.com/optimalscale/lmflow","tracked","",""
"Lobe-Chat","lobe-chat","applications-products","chat-interfaces","应用与体验","Applications & Experience","聊天与交互界面","Chat Interfaces","Unknown","https://lobehub.com/","https://github.com/lobehub/lobe-chat","tracked","",""
"Local Deep Researcher","local-deep-researcher","models-modalities","foundation-models","模型与多模态","Models & Modalities","基础模型","Foundation Models","Unknown","","https://github.com/langchain-ai/local-deep-researcher","tracked","",""
"LocalAGI","localagi","inference-serving","llm-routing-gateways","推理与运行时","Inference & Runtime","路由与网关","LLM Routing & Gateways","Unknown","https://localai.io","https://github.com/mudler/localagi","tracked","",""
"LocalGPT","localgpt","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","","https://github.com/promtengineer/localgpt","tracked","",""
"LocalRecall","localrecall","rag-knowledge","agent-memory-context","知识与上下文工程","Knowledge & Context","记忆与上下文","Memory & Context","Unknown","https://quay.io/mudler/localrecall","https://github.com/mudler/localrecall","tracked","",""
"Machine Learning Systems (MLSysBook)","cs249r-book","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://mlsysbook.ai/","https://github.com/harvard-edge/cs249r_book","tracked","",""
"Magentic-UI","magentic-ui","applications-products","chat-interfaces","应用与体验","Applications & Experience","聊天与交互界面","Chat Interfaces","Unknown","","https://github.com/microsoft/magentic-ui","tracked","",""
"Magika","magika","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://securityresearch.google/magika/","https://github.com/google/magika","tracked","",""
"MAI-UI","mai-ui","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://tongyi-mai.github.io/MAI-UI-blog","https://github.com/tongyi-mai/mai-ui","tracked","",""
"Marimo","marimo","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","https://marimo.io/","https://github.com/marimo-team/marimo","tracked","",""
"Marker","marker","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","","https://github.com/datalab-to/marker","tracked","",""
"Mastra","mastra","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://mastra.ai/","https://github.com/mastra-ai/mastra","tracked","",""
"MaxKB","maxkb","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://maxkb.cn","https://github.com/1panel-dev/maxkb","tracked","",""
"MaxText","maxtext","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://maxtext.readthedocs.io/en/latest/","https://github.com/ai-hypercomputer/maxtext","tracked","",""
"MCP Memory Service","mcp-memory-service","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","","https://github.com/doobidoo/mcp-memory-service","tracked","",""
"MCP Registry","modelcontextprotocol-registry","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","https://registry.modelcontextprotocol.io/","https://github.com/modelcontextprotocol/registry","tracked","",""
"MCP Scanner","mcp-scanner","training-optimization","safety-guardrails","训练、评测与优化","Training, Evaluation & Optimization","安全与护栏","Safety & Guardrails","Unknown","https://www.cisco.com/site/us/en/products/security/ai-defense/index.html","https://github.com/cisco-ai-defense/mcp-scanner","tracked","",""
"MCP Use","mcp-use","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","https://mcp-use.com","https://github.com/mcp-use/mcp-use","tracked","",""
"mcp-agent","mcp-agent","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","","https://github.com/lastmile-ai/mcp-agent","tracked","",""
"MCP-UI","mcp-ui","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","","https://github.com/idosal/mcp-ui","tracked","",""
"md2wechat-skill","md2wechat-skill","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Other","https://md2wechat.cn","https://github.com/geekjourneyx/md2wechat-skill","tracked","",""
"Megatron-LM","megatron-lm","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://developer.nvidia.com/","https://github.com/nvidia/megatron-lm","tracked","",""
"Mem0","mem0","rag-knowledge","agent-memory-context","知识与上下文工程","Knowledge & Context","记忆与上下文","Memory & Context","Unknown","https://mem0.ai/","https://github.com/mem0ai/mem0","tracked","",""
"Memori","memori","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://memorilabs.ai","https://github.com/gibsonai/memori","tracked","",""
"MemOS","memos-os","rag-knowledge","agent-memory-context","知识与上下文工程","Knowledge & Context","记忆与上下文","Memory & Context","Unknown","https://memos.openmem.net/","https://github.com/memtensor/memos","tracked","",""
"memU","memu","rag-knowledge","agent-memory-context","知识与上下文工程","Knowledge & Context","记忆与上下文","Memory & Context","Unknown","https://memu.pro","https://github.com/nevamind-ai/memu","tracked","",""
"Memvid","memvid","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://www.memvid.com/","https://github.com/olow304/memvid","tracked","",""
"Metaflow","metaflow","applications-products","workflow-automation","应用与体验","Applications & Experience","工作流自动化","Workflow Automation","Unknown","https://metaflow.org/","https://github.com/netflix/metaflow","tracked","",""
"MetaGPT","metagpt","agents","agent-orchestration","智能体系统","Agent Systems","编排与工作流","Orchestration & Workflows","Unknown","https://mgx.dev/","https://github.com/foundationagents/metagpt","tracked","",""
"mgrep","mgrep","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://demo.mgrep.mixedbread.com","https://github.com/mixedbread-ai/mgrep","tracked","",""
"Midscene.js","midscene","models-modalities","multimodal","模型与多模态","Models & Modalities","多模态","Multimodal","Unknown","https://midscenejs.com","https://github.com/web-infra-dev/midscene","tracked","",""
"Milvus","milvus","rag-knowledge","vector-databases","知识与上下文工程","Knowledge & Context","向量数据库","Vector Databases","Unknown","https://milvus.io","https://github.com/milvus-io/milvus","tracked","",""
"Mindcraft","mindcraft","models-modalities","foundation-models","模型与多模态","Models & Modalities","基础模型","Foundation Models","Unknown","","https://github.com/mindcraft-bots/mindcraft","tracked","",""
"MindsDB","mindsdb","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","https://mindsdb.com","https://github.com/mindsdb/mindsdb","tracked","",""
"MineContext","minecontext","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","","https://github.com/volcengine/minecontext","tracked","",""
"MinerU","mineru","rag-knowledge","document-processing","知识与上下文工程","Knowledge & Context","文档处理","Document Processing","Unknown","https://mineru.net/","https://github.com/opendatalab/mineru","tracked","",""
"Mini-SGLang","mini-sglang","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","","https://github.com/sgl-project/mini-sglang","tracked","",""
"MiroThinker","mirothinker","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://miromind.ai/","https://github.com/miromindai/mirothinker","tracked","",""
"mistral.rs","mistral-rs","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","","https://github.com/ericlbuehler/mistral.rs","tracked","",""
"ML Intern","ml-intern","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","","https://github.com/huggingface/ml-intern","tracked","",""
"MLC LLM","mlc-llm","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://llm.mlc.ai/","https://github.com/mlc-ai/mlc-llm","tracked","",""
"MLflow","mlflow","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://mlflow.org/","https://github.com/mlflow/mlflow","tracked","",""
"MLRun","mlrun","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://mlrun.org","https://github.com/mlrun/mlrun","tracked","",""
"MLX","mlx","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://ml-explore.github.io/mlx/","https://github.com/ml-explore/mlx","tracked","",""
"MLX LM","mlx-lm","models-modalities","foundation-models","模型与多模态","Models & Modalities","基础模型","Foundation Models","Unknown","","https://github.com/ml-explore/mlx-lm","tracked","",""
"MLX-VLM","mlx-vlm","training-optimization","finetuning-alignment","训练、评测与优化","Training, Evaluation & Optimization","微调与对齐","Finetuning & Alignment","Unknown","","https://github.com/blaizzy/mlx-vlm","tracked","",""
"MockingBird","mockingbird","models-modalities","audio-speech","模型与多模态","Models & Modalities","语音与音频","Audio & Speech","Unknown","","https://github.com/babysor/mockingbird","tracked","",""
"Model Context Protocol (MCP)","modelcontextprotocol","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","https://modelcontextprotocol.io","https://github.com/modelcontextprotocol/modelcontextprotocol","tracked","",""
"Modular Platform","modular","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://www.modular.com/","https://github.com/modular/modular","tracked","",""
"MONAI","monai","coding-devtools","sdk-frameworks","开发者工具链","Developer Tooling","SDK 与框架","SDK Frameworks","Unknown","https://monai.io/","https://github.com/project-monai/monai","tracked","",""
"Monty","monty","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://pypi.org/project/pydantic-monty/","https://github.com/pydantic/monty","tracked","",""
"Mooncake","mooncake","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","","https://github.com/kvcache-ai/mooncake","tracked","",""
"Motia","motia","inference-serving","model-serving","推理与运行时","Inference & Runtime","模型服务","Model Serving","Unknown","","https://github.com/motiadev/motia","tracked","",""
"MS-SWIFT","ms-swift","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","https://swift.readthedocs.io/en/latest/","https://github.com/modelscope/ms-swift","tracked","",""
"Multica","multica","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://multica.ai","https://github.com/multica-ai/multica","tracked","",""
"n8n-MCP","n8n-mcp","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","","https://github.com/czlonkowski/n8n-mcp","tracked","",""
"NanoBot","nanobot","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","","https://github.com/hkuds/nanobot","tracked","",""
"nanochat","nanochat","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","","https://github.com/karpathy/nanochat","tracked","",""
"NanoClaw","nanoclaw","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://nanoclaw.dev","https://github.com/gavrielc/nanoclaw","tracked","",""
"nanoGPT","nanogpt","training-optimization","training-frameworks","训练、评测与优化","Training, Evaluation & Optimization","训练框架","Training Frameworks","Unknown","","https://github.com/karpathy/nanogpt","tracked","",""
"NCCL","nccl","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://developer.nvidia.com/nccl","https://github.com/nvidia/nccl","tracked","",""
"NeMo","nemo","models-modalities","multimodal","模型与多模态","Models & Modalities","多模态","Multimodal","Unknown","https://docs.nvidia.com/deeplearning/nemo/user-guide/docs/en/main/","https://github.com/nvidia/nemo","tracked","",""
"NeMo RL","nemo-rl","training-optimization","training-frameworks","训练、评测与优化","Training, Evaluation & Optimization","训练框架","Training Frameworks","Unknown","https://docs.nvidia.com/nemo/rl/latest/index.html","https://github.com/nvidia-nemo/rl","tracked","",""
"NemoClaw","nemoclaw","training-optimization","safety-guardrails","训练、评测与优化","Training, Evaluation & Optimization","安全与护栏","Safety & Guardrails","Unknown","","https://github.com/nvidia/nemoclaw","tracked","",""
"Neovate Code","neovate-code","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://neovateai.dev/","https://github.com/neovateai/neovate-code","tracked","",""
"Newton","newton","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://newton-physics.github.io/newton/","https://github.com/newton-physics/newton","tracked","",""
"Nexa SDK","nexa-sdk","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://docs.nexa.ai/","https://github.com/nexaai/nexa-sdk","tracked","",""
"Next AI Draw.io","next-ai-draw-io","models-modalities","multimodal","模型与多模态","Models & Modalities","多模态","Multimodal","Unknown","https://next-ai-drawio.jiang.jp/","https://github.com/dayuanjiang/next-ai-draw-io","tracked","",""
"NextChat","nextchat","applications-products","chat-interfaces","应用与体验","Applications & Experience","聊天与交互界面","Chat Interfaces","Unknown","https://nextchat.club/","https://github.com/chatgptnextweb/nextchat","tracked","",""
"NLWeb","nlweb","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","","https://github.com/nlweb-ai/nlweb","tracked","",""
"NOFX","nofx","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://x.com/nofx_official","https://github.com/nofxaios/nofx","tracked","",""
"noScribe","no-scribe","models-modalities","audio-speech","模型与多模态","Models & Modalities","语音与音频","Audio & Speech","Unknown","","https://github.com/kaixxx/noscribe","tracked","",""
"NVIDIA GPU Operator","nvidia-gpu-operator","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://docs.nvidia.com/datacenter/cloud-native/gpu-operator/","https://github.com/nvidia/gpu-operator","tracked","",""
"Obot","obot","inference-serving","llm-routing-gateways","推理与运行时","Inference & Runtime","路由与网关","LLM Routing & Gateways","Unknown","https://obot.ai/","https://github.com/obot-platform/obot","tracked","",""
"Obsidian Copilot","obsidian-copilot","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","","https://github.com/logancyang/obsidian-copilot","tracked","",""
"Oh My OpenCode","oh-my-opencode","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","","https://github.com/code-yeongyu/oh-my-opencode","tracked","",""
"Ollama","ollama","models-modalities","foundation-models","模型与多模态","Models & Modalities","基础模型","Foundation Models","Unknown","https://ollama.ai/","https://github.com/ollama/ollama","tracked","",""
"olmOCR","olmocr","models-modalities","multimodal","模型与多模态","Models & Modalities","多模态","Multimodal","Unknown","https://olmocr.allenai.org/","https://github.com/allenai/olmocr","tracked","",""
"OM1","om1","inference-serving","sandboxes-runtimes","推理与运行时","Inference & Runtime","沙箱与执行运行时","Sandboxes & Execution","Unknown","","https://github.com/openmind/om1","tracked","",""
"oMLX","omlx","inference-serving","model-serving","推理与运行时","Inference & Runtime","模型服务","Model Serving","Unknown","https://omlx.ai","https://github.com/jundot/omlx","tracked","",""
"ONNX","onnx","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://onnx.ai/","https://github.com/onnx/onnx","tracked","",""
"ONNX Runtime","onnxruntime","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://onnxruntime.ai","https://github.com/microsoft/onnxruntime","tracked","",""
"Onyx","onyx","applications-products","chat-interfaces","应用与体验","Applications & Experience","聊天与交互界面","Chat Interfaces","Unknown","https://www.onyx.app/","https://github.com/onyx-dot-app/onyx","tracked","",""
"Open Deep Research","open-deep-research","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","","https://github.com/langchain-ai/open_deep_research","tracked","",""
"Open Design","open-design","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://open-design.ai/","https://github.com/nexu-io/open-design","tracked","",""
"Open Interpreter","open-interpreter","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://openinterpreter.com/","https://github.com/openinterpreter/open-interpreter","tracked","",""
"Open Notebook","open-notebook","models-modalities","multimodal","模型与多模态","Models & Modalities","多模态","Multimodal","Unknown","https://www.open-notebook.ai","https://github.com/lfnovo/open-notebook","tracked","",""
"Open SWE","open-swe","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://swe.langchain.com/","https://github.com/langchain-ai/open-swe","tracked","",""
"Open WebUI","open-webui","platform-infra","cloud-native-ai","平台与基础设施","Platform & Infrastructure","云原生 AI","Cloud Native AI","BSD-3-Clause","https://openwebui.com/","https://github.com/open-webui/open-webui","tracked","",""
"OpenAgents","openagents","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://openagents.org","https://github.com/openagents-org/openagents","tracked","",""
"OpenAI Agents (Python)","openai-agents-python","agents","agent-orchestration","智能体系统","Agent Systems","编排与工作流","Orchestration & Workflows","Unknown","https://openai.github.io/openai-agents-python/","https://github.com/openai/openai-agents-python","tracked","",""
"OpenClaw","openclaw","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://openclaw.ai","https://github.com/openclaw/openclaw","tracked","",""
"OpenCode","opencode","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://opencode.ai","https://github.com/sst/opencode","tracked","",""
"OpenCompass","opencompass","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","https://opencompass.org.cn/","https://github.com/open-compass/opencompass","tracked","",""
